@relation mushroom_full
@attribute cap-shape {bell,conical,convex,flat,knobbed,sunken}
@attribute cap-surface {fibrous,grooves,scaly,smooth}
@attribute cap-color {brown,buff,cinnamon,gray,green,pink,purple,red,white,yellow}
@attribute bruises {true,false}
@attribute odor {almond,anise,creosote,fishy,foul,musty,none,pungent,spicy}
@attribute gill-attachment {attached,free,descending,free}
@attribute gill-spacing {close,crowded,distant}
@attribute gill-size {broad,narrow}
@attribute gill-color {black,brown,buff,chocolate,gray,green,orange,pink,purple,red,white,yellow}
@attribute stalk-shape {enlarging,tapering}
@attribute stalk-root {bulbous,club,cup,equal,rhizomorphs,rooted}
@attribute stalk-surface-above-ring {fibrous,scaly,silky,smooth}
@attribute stalk-surface-below-ring {fibrous,scaly,silky,smooth}
@attribute stalk-color-above-ring {brown,buff,cinnamon,gray,orange,pink,red,white,yellow}
@attribute stalk-color-below-ring {brown,buff,cinnamon,gray,orange,pink,red,white,yellow}
@attribute veil-type {partial,universal}
@attribute veil-color {brown,orange,white,yellow}
@attribute ring-number {none,one,two}
@attribute ring-type {cobwebby,evanescent,flaring,large,none,pendant,sheathing,zone}
@attribute spore-print-color {black,brown,buff,chocolate,green,orange,purple,white,yellow}
@attribute population {abundant,clustered,numerous,scattered,several,solitary}
@attribute habitat {grasses,leaves,meadows,paths,urban,waste,woods}
@attribute class {edible,poisonous}

@data
convex,grooves,brown,true,almond,descending,crowded,broad,white,enlarging,rooted,smooth,fibrous,brown,buff,universal,white,none,sheathing,chocolate,numerous,waste,edible
conical,fibrous,yellow,true,anise,attached,distant,narrow,pink,enlarging,club,fibrous,silky,pink,red,partial,yellow,none,flaring,purple,abundant,leaves,edible
flat,scaly,yellow,false,fishy,attached,crowded,narrow,yellow,enlarging,cup,smooth,smooth,gray,orange,partial,white,one,pendant,green,numerous,grasses,poisonous
convex,smooth,green,true,almond,descending,distant,broad,purple,enlarging,equal,smooth,fibrous,red,orange,universal,brown,none,none,black,clustered,woods,edible
sunken,smooth,brown,false,creosote,descending,close,narrow,pink,tapering,cup,smooth,fibrous,cinnamon,orange,partial,white,one,pendant,white,scattered,waste,poisonous
sunken,smooth,cinnamon,true,almond,attached,crowded,broad,white,tapering,cup,fibrous,fibrous,cinnamon,gray,partial,yellow,one,zone,black,scattered,woods,edible
sunken,scaly,green,true,creosote,free,close,narrow,green,enlarging,equal,smooth,scaly,brown,brown,partial,brown,one,large,green,numerous,waste,poisonous
knobbed,smooth,yellow,false,creosote,descending,close,broad,green,enlarging,rhizomorphs,fibrous,fibrous,yellow,red,universal,yellow,none,large,black,solitary,leaves,poisonous
sunken,smooth,purple,false,fishy,free,crowded,broad,red,enlarging,cup,scaly,smooth,cinnamon,red,partial,brown,one,none,green,clustered,urban,poisonous
knobbed,smooth,buff,false,pungent,attached,crowded,broad,green,tapering,rooted,scaly,smooth,red,orange,partial,brown,two,cobwebby,chocolate,abundant,meadows,poisonous
knobbed,fibrous,brown,false,fishy,descending,distant,narrow,gray,tapering,rooted,silky,scaly,yellow,brown,partial,white,none,zone,white,numerous,paths,poisonous
sunken,smooth,cinnamon,false,creosote,descending,close,narrow,black,enlarging,equal,silky,silky,red,orange,universal,white,two,pendant,brown,scattered,leaves,poisonous
knobbed,smooth,brown,true,musty,free,close,broad,chocolate,enlarging,bulbous,smooth,silky,cinnamon,white,universal,brown,one,cobwebby,white,scattered,meadows,poisonous
flat,fibrous,cinnamon,false,spicy,attached,crowded,broad,chocolate,tapering,club,scaly,silky,gray,brown,partial,yellow,none,large,white,scattered,waste,poisonous
convex,fibrous,purple,true,anise,descending,distant,broad,green,enlarging,bulbous,fibrous,smooth,white,white,universal,brown,one,cobwebby,orange,solitary,urban,edible
conical,fibrous,green,true,pungent,descending,close,broad,purple,tapering,bulbous,smooth,silky,cinnamon,gray,universal,brown,none,large,orange,clustered,paths,poisonous
bell,scaly,red,true,none,free,distant,narrow,white,enlarging,cup,fibrous,silky,yellow,gray,universal,yellow,one,zone,green,numerous,urban,poisonous
knobbed,grooves,purple,false,none,free,close,broad,purple,tapering,equal,scaly,scaly,white,yellow,partial,white,one,sheathing,brown,abundant,woods,poisonous
conical,scaly,gray,true,pungent,free,crowded,broad,purple,enlarging,bulbous,fibrous,smooth,red,buff,universal,white,one,none,green,several,grasses,poisonous
sunken,smooth,cinnamon,true,spicy,free,crowded,broad,brown,tapering,rooted,silky,silky,white,white,universal,white,none,large,black,clustered,grasses,poisonous
knobbed,fibrous,brown,false,foul,free,close,broad,buff,tapering,equal,smooth,smooth,orange,pink,universal,white,none,flaring,brown,clustered,grasses,poisonous
sunken,grooves,brown,true,fishy,free,crowded,broad,white,enlarging,equal,scaly,fibrous,orange,white,partial,yellow,one,cobwebby,brown,abundant,leaves,poisonous
flat,fibrous,red,false,creosote,free,close,narrow,red,tapering,bulbous,silky,fibrous,buff,red,universal,yellow,two,none,white,abundant,paths,poisonous
sunken,fibrous,white,false,none,attached,crowded,narrow,purple,enlarging,cup,smooth,smooth,buff,white,universal,yellow,two,sheathing,white,abundant,leaves,edible
convex,smooth,gray,false,foul,free,distant,narrow,red,tapering,club,silky,smooth,red,pink,universal,orange,two,large,chocolate,numerous,waste,poisonous
conical,grooves,cinnamon,true,anise,free,close,narrow,pink,tapering,club,scaly,fibrous,brown,pink,universal,white,two,flaring,white,clustered,woods,edible
convex,smooth,buff,true,spicy,free,close,broad,pink,tapering,cup,silky,fibrous,yellow,orange,partial,brown,two,cobwebby,black,scattered,woods,poisonous
knobbed,fibrous,white,true,pungent,attached,distant,broad,buff,enlarging,club,silky,scaly,orange,white,universal,brown,none,pendant,brown,numerous,woods,poisonous
flat,smooth,brown,true,creosote,free,crowded,narrow,gray,enlarging,bulbous,silky,silky,red,pink,partial,orange,two,sheathing,brown,clustered,leaves,poisonous
knobbed,scaly,brown,false,none,free,close,broad,yellow,enlarging,bulbous,silky,silky,red,cinnamon,universal,brown,one,cobwebby,purple,solitary,waste,poisonous
flat,smooth,white,false,creosote,descending,distant,narrow,green,enlarging,cup,scaly,smooth,white,gray,universal,white,two,sheathing,black,clustered,meadows,poisonous
flat,grooves,white,false,anise,descending,close,broad,purple,tapering,rhizomorphs,silky,scaly,brown,brown,universal,orange,one,sheathing,black,several,grasses,edible
sunken,scaly,buff,false,almond,attached,distant,broad,pink,tapering,rhizomorphs,fibrous,smooth,pink,gray,partial,white,one,none,orange,solitary,woods,edible
bell,scaly,white,true,creosote,free,crowded,narrow,brown,enlarging,rooted,smooth,smooth,buff,buff,partial,yellow,none,zone,purple,clustered,paths,poisonous
knobbed,smooth,green,false,anise,free,distant,narrow,pink,tapering,rooted,smooth,scaly,cinnamon,yellow,partial,yellow,two,zone,orange,clustered,waste,edible
sunken,grooves,red,true,spicy,free,close,broad,purple,tapering,bulbous,smooth,fibrous,buff,pink,universal,brown,two,flaring,yellow,abundant,meadows,poisonous
convex,smooth,brown,false,foul,free,close,narrow,black,tapering,cup,scaly,scaly,white,brown,partial,white,none,cobwebby,orange,scattered,paths,poisonous
flat,smooth,yellow,false,foul,free,close,narrow,pink,tapering,club,silky,fibrous,red,red,partial,yellow,one,cobwebby,white,solitary,paths,poisonous
sunken,fibrous,yellow,true,foul,descending,distant,broad,white,enlarging,club,fibrous,scaly,white,yellow,partial,brown,two,flaring,brown,abundant,meadows,poisonous
bell,scaly,purple,false,fishy,attached,crowded,broad,green,tapering,club,smooth,fibrous,yellow,pink,universal,white,none,evanescent,chocolate,abundant,urban,poisonous
conical,scaly,buff,true,creosote,free,crowded,narrow,white,enlarging,bulbous,silky,scaly,brown,brown,universal,yellow,none,pendant,green,clustered,paths,poisonous
bell,fibrous,gray,false,musty,free,distant,broad,pink,tapering,bulbous,silky,fibrous,pink,white,universal,brown,one,cobwebby,green,scattered,waste,poisonous
knobbed,fibrous,gray,false,fishy,free,crowded,narrow,pink,enlarging,rooted,scaly,scaly,pink,yellow,partial,orange,two,sheathing,black,several,paths,poisonous
knobbed,scaly,cinnamon,false,almond,attached,close,narrow,gray,tapering,rooted,smooth,silky,gray,yellow,universal,brown,none,evanescent,black,numerous,grasses,edible
sunken,scaly,purple,true,none,free,distant,narrow,white,tapering,rooted,silky,smooth,orange,gray,universal,white,none,zone,brown,several,meadows,edible
knobbed,smooth,brown,true,almond,attached,distant,broad,orange,tapering,equal,fibrous,fibrous,yellow,brown,universal,brown,one,sheathing,buff,several,meadows,edible
bell,smooth,pink,true,none,free,crowded,broad,chocolate,enlarging,cup,silky,scaly,buff,orange,partial,orange,one,pendant,buff,abundant,meadows,edible
conical,smooth,buff,true,pungent,descending,distant,narrow,buff,enlarging,rooted,scaly,fibrous,cinnamon,buff,partial,white,two,large,chocolate,several,waste,poisonous
sunken,scaly,white,true,foul,free,close,narrow,white,enlarging,cup,smooth,smooth,orange,buff,universal,yellow,one,cobwebby,chocolate,solitary,leaves,poisonous
knobbed,smooth,pink,false,almond,attached,crowded,broad,green,enlarging,rhizomorphs,fibrous,scaly,red,buff,partial,orange,none,pendant,green,numerous,grasses,poisonous
flat,fibrous,yellow,false,anise,descending,crowded,broad,brown,tapering,club,silky,fibrous,pink,yellow,partial,brown,two,zone,black,abundant,waste,edible
bell,fibrous,purple,true,pungent,descending,distant,broad,buff,enlarging,equal,fibrous,silky,red,buff,partial,brown,two,cobwebby,brown,numerous,woods,poisonous
knobbed,smooth,gray,true,none,attached,crowded,narrow,pink,tapering,rhizomorphs,fibrous,silky,brown,white,universal,orange,none,evanescent,purple,abundant,urban,edible
sunken,scaly,pink,true,anise,free,crowded,narrow,buff,enlarging,club,fibrous,fibrous,cinnamon,orange,universal,white,one,flaring,chocolate,clustered,paths,edible
convex,fibrous,white,false,foul,free,close,broad,purple,enlarging,equal,silky,scaly,gray,gray,partial,white,none,zone,orange,solitary,waste,poisonous
knobbed,scaly,purple,false,pungent,descending,close,broad,pink,enlarging,equal,scaly,fibrous,gray,gray,universal,orange,none,zone,orange,solitary,woods,poisonous
flat,grooves,brown,true,musty,descending,close,broad,green,enlarging,rhizomorphs,fibrous,scaly,orange,white,partial,white,none,cobwebby,purple,clustered,leaves,poisonous
convex,grooves,pink,true,foul,free,close,broad,black,enlarging,cup,fibrous,fibrous,cinnamon,red,partial,white,none,none,buff,scattered,leaves,poisonous
knobbed,smooth,buff,true,musty,attached,close,broad,chocolate,enlarging,rhizomorphs,smooth,silky,pink,red,partial,brown,two,large,orange,several,meadows,poisonous
bell,scaly,cinnamon,true,creosote,free,close,broad,pink,enlarging,club,smooth,silky,white,yellow,universal,orange,one,pendant,orange,several,waste,poisonous
convex,smooth,yellow,false,pungent,attached,close,broad,chocolate,tapering,club,smooth,scaly,orange,red,universal,orange,one,none,white,several,grasses,poisonous
flat,scaly,gray,false,creosote,attached,crowded,narrow,orange,tapering,equal,smooth,smooth,pink,white,universal,white,one,cobwebby,brown,clustered,paths,poisonous
convex,fibrous,green,true,fishy,attached,crowded,broad,brown,enlarging,bulbous,silky,fibrous,yellow,gray,universal,orange,two,pendant,green,numerous,meadows,poisonous
sunken,scaly,brown,true,foul,descending,crowded,narrow,orange,tapering,rhizomorphs,fibrous,smooth,yellow,cinnamon,universal,orange,none,large,chocolate,scattered,leaves,poisonous
sunken,smooth,pink,false,spicy,attached,crowded,broad,orange,tapering,club,smooth,smooth,yellow,brown,universal,orange,two,flaring,yellow,numerous,waste,poisonous
convex,grooves,purple,false,almond,free,distant,narrow,yellow,tapering,cup,fibrous,fibrous,cinnamon,cinnamon,universal,yellow,one,large,white,scattered,grasses,edible
flat,fibrous,pink,true,spicy,free,distant,narrow,brown,enlarging,bulbous,scaly,fibrous,white,brown,partial,orange,none,sheathing,purple,numerous,leaves,poisonous
flat,fibrous,pink,true,fishy,attached,close,narrow,orange,tapering,club,fibrous,scaly,yellow,red,universal,brown,one,large,green,clustered,woods,poisonous
sunken,smooth,cinnamon,false,fishy,descending,distant,broad,purple,tapering,cup,scaly,fibrous,cinnamon,white,partial,yellow,two,large,green,several,meadows,poisonous
knobbed,fibrous,buff,false,pungent,descending,distant,narrow,green,tapering,equal,scaly,smooth,gray,cinnamon,universal,yellow,one,flaring,white,solitary,urban,poisonous
conical,grooves,green,true,anise,descending,distant,broad,yellow,enlarging,equal,smooth,fibrous,pink,buff,partial,white,one,zone,purple,clustered,meadows,edible
flat,fibrous,buff,true,fishy,free,crowded,narrow,yellow,tapering,club,smooth,fibrous,brown,orange,partial,orange,one,zone,yellow,scattered,paths,poisonous
sunken,smooth,cinnamon,true,anise,free,crowded,broad,buff,enlarging,rhizomorphs,fibrous,scaly,orange,buff,universal,orange,none,cobwebby,brown,solitary,meadows,edible
conical,grooves,brown,false,creosote,free,crowded,broad,white,enlarging,equal,silky,smooth,brown,brown,partial,yellow,none,large,white,numerous,leaves,poisonous
flat,fibrous,brown,true,fishy,descending,close,broad,chocolate,enlarging,rooted,scaly,scaly,brown,red,partial,white,one,large,brown,several,leaves,poisonous
bell,grooves,gray,false,spicy,attached,crowded,narrow,buff,enlarging,equal,silky,fibrous,red,gray,universal,orange,none,none,purple,solitary,urban,poisonous
conical,smooth,green,true,musty,free,close,broad,gray,enlarging,rhizomorphs,silky,smooth,cinnamon,pink,partial,white,two,zone,black,abundant,meadows,poisonous
knobbed,grooves,white,false,almond,attached,close,broad,red,enlarging,cup,scaly,smooth,gray,buff,partial,orange,one,zone,white,numerous,leaves,edible
sunken,fibrous,gray,true,creosote,free,distant,narrow,buff,tapering,cup,fibrous,smooth,orange,brown,partial,white,one,large,purple,clustered,urban,poisonous
knobbed,smooth,white,true,almond,descending,close,narrow,white,enlarging,bulbous,smooth,fibrous,gray,brown,partial,orange,none,evanescent,chocolate,clustered,urban,edible
knobbed,fibrous,purple,true,spicy,free,crowded,broad,yellow,enlarging,club,smooth,scaly,gray,orange,universal,yellow,two,large,chocolate,numerous,woods,poisonous
flat,smooth,cinnamon,false,pungent,free,crowded,narrow,purple,tapering,club,smooth,fibrous,red,red,partial,white,two,flaring,brown,several,waste,poisonous
flat,scaly,red,false,creosote,descending,crowded,narrow,brown,tapering,club,smooth,scaly,cinnamon,gray,partial,brown,two,pendant,green,scattered,paths,poisonous
flat,scaly,yellow,false,none,attached,crowded,broad,brown,tapering,rhizomorphs,scaly,scaly,red,orange,universal,yellow,two,pendant,purple,solitary,grasses,poisonous
conical,smooth,brown,true,none,descending,distant,broad,yellow,enlarging,cup,smooth,scaly,orange,gray,partial,brown,none,evanescent,purple,solitary,waste,edible
knobbed,grooves,purple,true,none,free,crowded,narrow,yellow,tapering,rhizomorphs,smooth,silky,red,buff,partial,white,none,none,purple,solitary,leaves,edible
conical,smooth,brown,true,none,attached,close,narrow,purple,tapering,rooted,silky,smooth,cinnamon,cinnamon,universal,orange,two,flaring,green,clustered,paths,poisonous
flat,grooves,cinnamon,true,creosote,free,close,broad,chocolate,tapering,equal,smooth,fibrous,cinnamon,buff,universal,brown,one,evanescent,yellow,numerous,grasses,poisonous
flat,smooth,buff,true,musty,attached,close,narrow,black,enlarging,bulbous,scaly,fibrous,red,yellow,universal,yellow,one,pendant,black,several,paths,poisonous
convex,grooves,pink,false,musty,free,crowded,broad,green,tapering,bulbous,fibrous,smooth,red,cinnamon,partial,brown,two,none,orange,solitary,woods,poisonous
knobbed,smooth,white,false,fishy,free,distant,broad,black,tapering,bulbous,silky,fibrous,pink,white,partial,yellow,one,evanescent,orange,numerous,paths,poisonous
convex,grooves,cinnamon,false,pungent,attached,close,narrow,brown,tapering,rooted,smooth,scaly,white,buff,universal,orange,none,large,brown,clustered,woods,poisonous
sunken,fibrous,cinnamon,false,anise,descending,crowded,narrow,chocolate,tapering,rooted,smooth,fibrous,cinnamon,yellow,universal,brown,two,pendant,brown,clustered,urban,edible
sunken,smooth,white,false,anise,free,close,broad,gray,enlarging,cup,fibrous,fibrous,buff,pink,partial,brown,two,pendant,orange,clustered,woods,edible
convex,fibrous,yellow,true,musty,free,crowded,narrow,green,tapering,rooted,scaly,scaly,buff,red,partial,yellow,one,flaring,purple,numerous,woods,poisonous
conical,scaly,cinnamon,false,fishy,attached,distant,narrow,gray,enlarging,cup,smooth,scaly,white,orange,universal,brown,one,flaring,white,solitary,leaves,poisonous
flat,smooth,green,true,fishy,free,close,narrow,green,tapering,rooted,smooth,silky,red,red,partial,white,one,large,black,solitary,woods,poisonous
conical,scaly,yellow,true,spicy,attached,distant,narrow,pink,enlarging,rhizomorphs,scaly,smooth,white,orange,partial,orange,none,large,purple,solitary,waste,poisonous
sunken,grooves,purple,true,almond,free,distant,broad,black,enlarging,cup,smooth,scaly,brown,buff,universal,yellow,none,sheathing,orange,clustered,grasses,edible
flat,scaly,yellow,false,anise,free,distant,narrow,yellow,enlarging,equal,smooth,silky,white,pink,partial,brown,none,evanescent,chocolate,abundant,paths,edible
knobbed,smooth,green,true,spicy,attached,distant,broad,orange,tapering,rooted,smooth,silky,cinnamon,buff,universal,brown,two,flaring,chocolate,scattered,woods,poisonous
bell,fibrous,gray,false,almond,attached,close,broad,black,tapering,cup,fibrous,fibrous,cinnamon,gray,partial,brown,two,none,purple,abundant,grasses,edible
convex,grooves,purple,false,anise,attached,close,narrow,black,tapering,rooted,smooth,scaly,white,pink,universal,orange,two,evanescent,yellow,solitary,woods,edible
conical,grooves,green,true,almond,free,close,broad,red,tapering,cup,scaly,smooth,buff,yellow,universal,white,one,flaring,chocolate,scattered,paths,edible
sunken,grooves,white,false,anise,free,close,narrow,white,enlarging,rooted,silky,scaly,red,cinnamon,universal,yellow,one,cobwebby,green,several,leaves,poisonous
knobbed,fibrous,white,true,anise,free,close,narrow,white,enlarging,cup,silky,silky,cinnamon,gray,universal,brown,none,sheathing,green,clustered,paths,poisonous
knobbed,scaly,yellow,true,anise,free,close,narrow,yellow,tapering,rhizomorphs,silky,fibrous,brown,cinnamon,universal,yellow,none,pendant,brown,solitary,waste,edible
flat,grooves,green,false,spicy,attached,distant,broad,white,enlarging,club,smooth,silky,brown,pink,partial,yellow,two,zone,yellow,clustered,paths,poisonous
convex,smooth,white,false,musty,free,crowded,broad,gray,tapering,cup,fibrous,fibrous,buff,gray,partial,orange,two,cobwebby,white,abundant,waste,poisonous
bell,smooth,white,false,foul,free,crowded,narrow,purple,enlarging,equal,fibrous,scaly,brown,red,universal,orange,two,cobwebby,yellow,several,paths,poisonous
conical,fibrous,pink,true,creosote,free,distant,narrow,black,tapering,equal,smooth,scaly,pink,buff,universal,orange,two,evanescent,yellow,numerous,meadows,poisonous
conical,fibrous,yellow,false,pungent,free,close,narrow,white,enlarging,equal,smooth,fibrous,pink,brown,universal,white,one,pendant,green,abundant,grasses,poisonous
convex,fibrous,buff,false,musty,free,crowded,broad,brown,enlarging,equal,fibrous,smooth,brown,cinnamon,universal,orange,one,sheathing,buff,numerous,meadows,poisonous
knobbed,scaly,buff,true,musty,free,distant,narrow,buff,enlarging,cup,smooth,fibrous,pink,gray,partial,orange,one,cobwebby,purple,clustered,paths,poisonous
conical,grooves,red,true,none,descending,close,narrow,pink,tapering,rooted,scaly,silky,red,yellow,universal,orange,none,evanescent,orange,abundant,leaves,edible
sunken,grooves,brown,true,creosote,descending,crowded,broad,orange,tapering,cup,silky,smooth,buff,red,partial,orange,two,flaring,orange,clustered,meadows,poisonous
sunken,smooth,gray,true,anise,free,distant,broad,yellow,enlarging,club,scaly,scaly,buff,cinnamon,universal,brown,one,large,green,clustered,paths,poisonous
bell,smooth,purple,true,almond,descending,distant,broad,chocolate,tapering,equal,smooth,fibrous,yellow,red,partial,white,none,none,chocolate,numerous,meadows,edible
convex,fibrous,cinnamon,true,musty,attached,close,broad,white,tapering,club,silky,smooth,orange,buff,universal,orange,one,zone,purple,numerous,meadows,poisonous
sunken,fibrous,white,true,foul,free,crowded,narrow,yellow,tapering,rooted,silky,scaly,orange,gray,universal,brown,none,flaring,brown,solitary,waste,poisonous
conical,smooth,buff,true,anise,attached,distant,narrow,gray,tapering,club,scaly,fibrous,cinnamon,gray,universal,white,two,pendant,black,numerous,paths,edible
flat,smooth,white,true,anise,attached,close,narrow,yellow,enlarging,cup,fibrous,fibrous,gray,red,universal,brown,none,zone,purple,several,paths,edible
knobbed,scaly,gray,false,spicy,free,close,broad,red,enlarging,rhizomorphs,fibrous,smooth,yellow,yellow,universal,white,none,none,purple,solitary,meadows,poisonous
conical,fibrous,white,true,spicy,free,crowded,broad,white,enlarging,cup,scaly,silky,brown,gray,partial,brown,none,pendant,brown,solitary,urban,poisonous
sunken,scaly,cinnamon,true,musty,free,distant,narrow,green,enlarging,rooted,fibrous,silky,gray,orange,partial,white,none,evanescent,orange,solitary,waste,poisonous
flat,grooves,pink,true,none,descending,close,narrow,buff,tapering,club,smooth,silky,cinnamon,white,partial,yellow,none,zone,green,clustered,woods,poisonous
sunken,grooves,green,false,creosote,attached,crowded,broad,buff,tapering,rooted,scaly,fibrous,cinnamon,buff,universal,orange,one,sheathing,chocolate,abundant,waste,poisonous
knobbed,fibrous,purple,true,spicy,free,close,broad,black,enlarging,club,scaly,fibrous,orange,cinnamon,partial,brown,none,pendant,buff,solitary,grasses,poisonous
knobbed,smooth,cinnamon,false,fishy,descending,crowded,narrow,buff,enlarging,bulbous,silky,fibrous,brown,brown,partial,white,none,sheathing,buff,clustered,grasses,poisonous
flat,smooth,cinnamon,true,fishy,descending,distant,narrow,chocolate,tapering,rooted,fibrous,smooth,cinnamon,buff,partial,brown,one,pendant,black,abundant,urban,poisonous
bell,fibrous,yellow,false,musty,free,close,narrow,purple,tapering,rhizomorphs,scaly,smooth,cinnamon,orange,universal,white,none,none,brown,scattered,waste,poisonous
bell,grooves,cinnamon,true,musty,descending,close,narrow,pink,tapering,bulbous,fibrous,smooth,orange,cinnamon,partial,white,none,flaring,green,scattered,meadows,poisonous
flat,smooth,yellow,false,musty,descending,close,broad,orange,tapering,rhizomorphs,smooth,smooth,yellow,yellow,partial,yellow,none,sheathing,white,several,urban,poisonous
convex,fibrous,gray,true,fishy,attached,crowded,narrow,buff,enlarging,bulbous,silky,silky,cinnamon,orange,universal,orange,two,sheathing,brown,clustered,leaves,poisonous
bell,grooves,purple,true,fishy,attached,distant,narrow,green,enlarging,rooted,fibrous,fibrous,white,cinnamon,partial,orange,one,flaring,black,abundant,leaves,poisonous
conical,grooves,red,false,anise,free,distant,narrow,pink,tapering,rooted,silky,smooth,brown,orange,partial,orange,none,cobwebby,black,several,woods,edible
bell,smooth,purple,true,creosote,free,distant,narrow,red,tapering,rooted,scaly,smooth,cinnamon,orange,partial,yellow,none,large,yellow,scattered,urban,poisonous
conical,fibrous,red,false,almond,free,crowded,narrow,orange,enlarging,bulbous,silky,smooth,gray,orange,partial,brown,none,pendant,chocolate,several,woods,edible
convex,grooves,white,true,musty,attached,close,broad,red,enlarging,cup,scaly,scaly,brown,gray,universal,brown,two,cobwebby,black,several,woods,poisonous
convex,fibrous,green,true,pungent,attached,crowded,narrow,orange,enlarging,cup,smooth,silky,cinnamon,buff,universal,yellow,two,evanescent,black,several,woods,poisonous
flat,fibrous,green,false,creosote,free,close,narrow,brown,enlarging,rooted,scaly,scaly,cinnamon,cinnamon,universal,yellow,none,pendant,black,numerous,meadows,poisonous
conical,fibrous,cinnamon,false,none,free,close,broad,buff,tapering,rhizomorphs,fibrous,smooth,buff,white,universal,orange,one,flaring,black,abundant,meadows,edible
bell,grooves,red,true,musty,descending,crowded,narrow,pink,enlarging,bulbous,smooth,fibrous,pink,orange,universal,yellow,two,flaring,orange,scattered,meadows,poisonous
bell,smooth,white,false,spicy,free,crowded,broad,red,enlarging,rooted,scaly,fibrous,cinnamon,buff,universal,yellow,none,sheathing,orange,abundant,leaves,poisonous
convex,smooth,red,true,none,free,close,broad,buff,enlarging,equal,smooth,scaly,red,pink,partial,white,one,zone,white,clustered,waste,edible
flat,fibrous,white,false,pungent,free,crowded,broad,white,enlarging,cup,fibrous,smooth,brown,pink,universal,yellow,none,cobwebby,brown,clustered,woods,poisonous
convex,grooves,buff,false,almond,free,close,narrow,orange,enlarging,cup,smooth,smooth,yellow,gray,universal,orange,none,evanescent,purple,scattered,meadows,edible
convex,smooth,red,true,foul,free,distant,broad,yellow,tapering,cup,smooth,fibrous,yellow,gray,partial,orange,one,pendant,buff,abundant,leaves,poisonous
convex,fibrous,purple,false,pungent,descending,distant,broad,pink,enlarging,rooted,smooth,fibrous,brown,gray,partial,yellow,two,flaring,buff,several,paths,poisonous
conical,fibrous,pink,true,fishy,descending,close,narrow,gray,enlarging,rooted,smooth,smooth,red,red,universal,white,two,sheathing,orange,several,woods,poisonous
flat,smooth,pink,true,musty,free,distant,broad,purple,tapering,equal,silky,smooth,orange,buff,partial,brown,none,cobwebby,brown,several,paths,poisonous
sunken,smooth,white,true,anise,attached,distant,narrow,orange,enlarging,club,smooth,smooth,buff,gray,universal,brown,one,zone,white,scattered,woods,edible
knobbed,scaly,green,false,none,descending,crowded,narrow,white,enlarging,bulbous,smooth,fibrous,brown,brown,partial,white,two,pendant,black,numerous,leaves,edible
knobbed,smooth,brown,false,none,free,close,narrow,yellow,enlarging,equal,silky,scaly,red,gray,partial,orange,two,evanescent,chocolate,solitary,urban,edible
convex,grooves,buff,true,none,attached,close,narrow,black,enlarging,bulbous,fibrous,smooth,brown,cinnamon,universal,white,none,large,green,solitary,leaves,poisonous
sunken,smooth,green,true,foul,attached,crowded,broad,buff,enlarging,rooted,fibrous,fibrous,white,buff,partial,orange,one,none,chocolate,clustered,grasses,poisonous
conical,smooth,buff,false,anise,free,close,narrow,brown,tapering,rooted,fibrous,scaly,red,red,universal,yellow,none,flaring,white,numerous,grasses,edible
convex,scaly,red,true,creosote,attached,close,narrow,brown,enlarging,rhizomorphs,fibrous,fibrous,yellow,yellow,partial,orange,one,evanescent,black,clustered,grasses,poisonous
bell,grooves,green,true,musty,descending,crowded,broad,brown,tapering,rooted,silky,smooth,white,red,universal,orange,one,flaring,buff,clustered,waste,poisonous
knobbed,scaly,cinnamon,true,foul,free,distant,narrow,orange,tapering,equal,silky,silky,buff,red,universal,orange,two,pendant,purple,numerous,waste,poisonous
bell,scaly,yellow,true,anise,free,crowded,narrow,orange,enlarging,bulbous,scaly,silky,red,cinnamon,universal,orange,none,large,white,solitary,meadows,edible
bell,fibrous,pink,false,musty,attached,distant,narrow,chocolate,tapering,rhizomorphs,silky,scaly,yellow,buff,universal,white,two,large,buff,several,leaves,poisonous
sunken,fibrous,yellow,false,anise,free,distant,narrow,green,tapering,club,scaly,fibrous,white,white,partial,white,one,evanescent,yellow,abundant,paths,edible
conical,fibrous,green,false,creosote,attached,distant,broad,pink,tapering,club,smooth,fibrous,yellow,yellow,partial,white,two,cobwebby,orange,abundant,paths,poisonous
convex,scaly,pink,false,anise,free,close,narrow,pink,enlarging,equal,silky,smooth,white,buff,universal,brown,none,large,purple,abundant,woods,edible
convex,smooth,gray,true,almond,free,close,broad,yellow,tapering,rhizomorphs,fibrous,fibrous,orange,brown,partial,brown,one,evanescent,buff,numerous,meadows,edible
conical,smooth,buff,true,none,free,crowded,broad,red,tapering,rooted,smooth,fibrous,yellow,yellow,partial,yellow,two,zone,green,numerous,meadows,poisonous
